,zonas,enderecos,precos,areas,quartos
258,oeste,"Rua Euclides De Andrade, Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",1350,30,
259,oeste,"Av. Parada Pinto, Educandário, São Paulo Zona Oeste, São Paulo",2400,130,4.0
260,oeste,"Rua Professor José Horácio Meirelles Teixeira, Perdizes, São Paulo Zona Oeste, São Paulo",1000,40,
261,oeste,"Rua Caiubí, Perdizes, São Paulo Zona Oeste, São Paulo",4800,50,3.0
262,oeste,"Rua Antônio Júlio Dos Santos, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",1164,50,2.0
263,oeste,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",4800,65,2.0
264,oeste,"Av. Do Rio Pequeno, Jardim Boa Vista (zona Oeste), São Paulo Zona Oeste, São Paulo",1530,100,2.0
265,oeste,"Rua José De Martini, Vila Tiradentes, São Paulo Zona Oeste, São Paulo",2000,100,2.0
266,oeste,"Rua Palestra Itália, Perdizes, São Paulo Zona Oeste, São Paulo",3500,112,3.0
267,oeste,"Rua Belchior De Azevedo, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",6000,130,3.0
268,oeste,"Rua Geremia Lunardelli, Jardim Peri Peri, São Paulo Zona Oeste, São Paulo",1660,57,
269,oeste,"Rua Vicente De Sabóia, Butantã, São Paulo Zona Oeste, São Paulo",1600,70,3.0
270,oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1500,65,3.0
271,oeste,"Rua Manuel De Oliveira Rocha, Parque Maria Domitila, São Paulo Zona Oeste, São Paulo",1500,63,
272,oeste,"Rua Majubim, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4900,160,2.0
273,oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",1854,69,
274,oeste,"Rua Francisco Alves, Vila Romana, São Paulo Zona Oeste, São Paulo",2524,55,2.0
275,oeste,"Rua Cayowaá, Perdizes, São Paulo Zona Oeste, São Paulo",3161,83,3.0
276,oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",1890,45,
277,oeste,"Rua Salvador Caruso, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2200,55,2.0
278,oeste,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1326,30,
279,oeste,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",1300,45,
280,oeste,"Rua Inácio Manuel Álvares, Jardim Ester, São Paulo Zona Oeste, São Paulo",1500,56,2.0
281,oeste,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",2000,75,2.0
282,oeste,"Rua Antônio De Bonis, Vila Butantã, São Paulo Zona Oeste, São Paulo",2300,64,3.0
283,oeste,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",2600,45,
284,oeste,"Rua Francisco Luiz De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",2111,43,2.0
285,oeste,"Rua Doutor Virgílio De Carvalho Pinto, Pinheiros, São Paulo Zona Oeste, São Paulo",3950,49,2.0
286,oeste,"Rua Pais Leme, Pinheiros, São Paulo Zona Oeste, São Paulo",7500,85,2.0
287,oeste,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2000,35,2.0
288,oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1550,75,3.0
289,oeste,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3000,79,3.0
290,oeste,"Rua Croata, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1650,44,
291,oeste,"Rua Nossa Senhora Das Graças, Ferreira, São Paulo Zona Oeste, São Paulo",2800,110,3.0
292,oeste,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",3465,87,3.0
293,oeste,"Rua Monte Alegre, Perdizes, São Paulo Zona Oeste, São Paulo",3000,96,2.0
294,oeste,"Rua Barão De Jundiaí, Lapa, São Paulo Zona Oeste, São Paulo",2000,80,2.0
295,oeste,"Rua Professor José Horácio Meirelles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1600,72,2.0
296,oeste,"Rua Delfina, Vila Madalena, São Paulo Zona Oeste, São Paulo",4280,55,
297,oeste,"Praça Japubá, Vila Madalena, São Paulo Zona Oeste, São Paulo",2992,70,2.0
298,oeste,"Rua Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",4180,85,2.0
299,oeste,"Rua Rodesia, Vila Madalena, São Paulo Zona Oeste, São Paulo",5500,74,
300,oeste,"Rua Tiberio, Água Branca, São Paulo Zona Oeste, São Paulo",2440,60,
301,oeste,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3365,35,
302,oeste,"Rua Caraíbas, Perdizes, São Paulo Zona Oeste, São Paulo",4080,120,3.0
303,oeste,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",3275,75,3.0
304,oeste,"Rua Joaquim Antunes, Pinheiros, São Paulo Zona Oeste, São Paulo",4800,54,2.0
305,oeste,"Rua Chapada De Minas, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2040,57,2.0
306,oeste,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",2884,100,
307,oeste,"Rua Tito, Vila Romana, São Paulo Zona Oeste, São Paulo",3000,97,2.0
308,oeste,"Rua São Benedito, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",3150,110,3.0
309,oeste,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",1600,44,
310,oeste,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",2230,60,2.0
311,oeste,"Rua Angelina Maffei Vita, Jardim Europa, São Paulo Zona Oeste, São Paulo",5500,150,2.0
312,oeste,"Rua Belchior Carneiro, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",2111,99,2.0
313,oeste,"Praça Benedito Calixto, Pinheiros, São Paulo Zona Oeste, São Paulo",2600,30,
314,oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",2244,42,
315,oeste,"Praça Santa Cruz, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",2500,80,3.0
316,oeste,"Avenida Raimundo Pereira De Magalhães, Vila Anastácio, São Paulo Zona Oeste, São Paulo",1100,45,2.0
317,oeste,"Rua Dr Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",2000,72,2.0
318,oeste,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",4500,60,2.0
319,oeste,"Rua Mota Pais, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",3500,104,3.0
320,oeste,"Rua Deolinda Rodrigues, Jardim Ester, São Paulo Zona Oeste, São Paulo",1207,74,3.0
321,oeste,"Praça Buritama, Jardim Europa, São Paulo Zona Oeste, São Paulo",9000,150,3.0
322,oeste,"Rua Antônio Júlio Dos Santos, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",1530,50,2.0
323,oeste,"Rua Arizona, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3045,42,
324,oeste,"Rua M.m.d.c, Butantã, São Paulo Zona Oeste, São Paulo",2750,55,2.0
325,oeste,"Rua Croata, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",8000,350,4.0
326,oeste,"Rua Dom João V, Lapa, São Paulo Zona Oeste, São Paulo",2500,41,
327,oeste,"Rua Ventura Ladalardo, Jardim Fonte Do Morumbi, São Paulo Zona Oeste, São Paulo",5000,70,2.0
328,oeste,"Rua Espártaco, Vila Romana, São Paulo Zona Oeste, São Paulo",4500,130,3.0
329,oeste,"Rua Matheus Grou, Pinheiros, São Paulo Zona Oeste, São Paulo",2750,45,
330,oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3650,50,
331,oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",15000,117,2.0
332,oeste,"Rua Joaquim Antunes, Pinheiros, São Paulo Zona Oeste, São Paulo",7000,320,4.0
333,oeste,"Alameda Eduardo Prado, Retiro Morumbi, São Paulo Zona Oeste, São Paulo",2000,76,2.0
334,oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2499,42,
335,oeste,"Rua Doutor Carlos Aldrovandi, Jardim Parque Morumbi, São Paulo Zona Oeste, São Paulo",1900,90,2.0
336,oeste,"Rua Sansão Alves Dos Santos 237, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3800,93,2.0
337,oeste,"Rua Piauí, Higienópolis, São Paulo Zona Oeste, São Paulo",1900,64,
338,oeste,"Avenida Diógenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2690,45,
339,oeste,"Rua Belchior De Azevedo, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2267,50,2.0
340,oeste,"Rua Anatole De Baudot, Vila Suzana, São Paulo Zona Oeste, São Paulo",2447,69,2.0
341,oeste,"Rua Doutor Luiz Migliano, Jardim Vazani, São Paulo Zona Oeste, São Paulo",1997,76,2.0
342,oeste,"Rua Mário, Vila Romana, São Paulo Zona Oeste, São Paulo",3300,97,3.0
343,oeste,"Rua Professor José Horácio Meirelles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1750,73,3.0
344,oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2100,29,
345,oeste,"Rua Capitão Messias, Perdizes, São Paulo Zona Oeste, São Paulo",2900,100,2.0
346,oeste,"Rua Teodoro Sampaio, São Paulo - Sp, Brasil, Pinheiros, São Paulo Zona Oeste, São Paulo",3000,60,2.0
347,oeste,"Rua Mourato Coelho, Pinheiros, São Paulo Zona Oeste, São Paulo",3900,58,
348,oeste,"Rua Luís Filgueira Souto, Parque São Domingos, São Paulo Zona Oeste, São Paulo",6000,340,4.0
349,oeste,"Rua Presidente Antônio Cândido, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2300,100,3.0
350,oeste,"Rua Professor Ari Bouzan, Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",1000,25,
351,oeste,"Rua Caraíbas, Perdizes, São Paulo Zona Oeste, São Paulo",4905,130,4.0
352,oeste,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2385,71,3.0
353,oeste,"Rua Pio Xi, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",4080,100,3.0
354,oeste,"Rua Renato Egídio De Souza Aranha, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",3500,135,4.0
355,oeste,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1500,32,
356,oeste,"Rua Francisco Isoldi, Sumarezinho, São Paulo Zona Oeste, São Paulo",15000,278,4.0
357,oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",3500,80,2.0
358,oeste,"Rua Pantaleão Brás, Jardim Ester, São Paulo Zona Oeste, São Paulo",1648,60,2.0
359,oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",4600,60,
360,oeste,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",2060,50,2.0
361,oeste,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",2000,85,2.0
362,oeste,"Rua Professor Egas Moniz, Jardim Londrina, São Paulo Zona Oeste, São Paulo",4000,180,3.0
363,oeste,"Rua Aimberê, Perdizes, São Paulo Zona Oeste, São Paulo",2625,62,2.0
364,oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",3253,28,
365,oeste,"Rua Califórnia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",8000,106,2.0
366,oeste,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",10000,144,3.0
367,oeste,"Rua Eden, Vila Inah, São Paulo Zona Oeste, São Paulo",7500,454,4.0
368,oeste,"Rua Emílio De Cavalieri, Vila Adalgisa, São Paulo Zona Oeste, São Paulo",3100,120,3.0
369,oeste,"Rua Ministro Nélson Hungria, Vila Tramontano, São Paulo Zona Oeste, São Paulo",1645,45,
370,oeste,"Rua Cônego Eugênio Leite, Pinheiros, São Paulo Zona Oeste, São Paulo",3499,68,2.0
371,oeste,"Rua Eugene Carriere, Jardim Das Vertentes, São Paulo Zona Oeste, São Paulo",1957,64,3.0
372,oeste,"Rua Custódio De Oliveira, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",3500,160,3.0
373,oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",2900,54,
374,oeste,"Rua Alexandre Calame, Jaguaré, São Paulo Zona Oeste, São Paulo",2625,70,3.0
375,oeste,"Avenida Presidente Altino, Jaguaré, São Paulo Zona Oeste, São Paulo",2300,60,2.0
376,oeste,"Rua Boturoca, Vila Indiana, São Paulo Zona Oeste, São Paulo",1300,20,
377,oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1800,54,2.0
378,oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",3500,92,2.0
379,oeste,"Rua Paulistânia, Sumarezinho, São Paulo Zona Oeste, São Paulo",3500,90,2.0
380,oeste,"Avenida São Remo, Vila Butantã, São Paulo Zona Oeste, São Paulo",1350,70,3.0
381,oeste,"Rua Carlos Vicari, Água Branca, São Paulo Zona Oeste, São Paulo",4400,106,3.0
382,oeste,"Rua Paulistânia, Sumarezinho, São Paulo Zona Oeste, São Paulo",3400,40,
383,oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",5250,67,2.0
384,oeste,"Rua Pensilvânia, 982, Cidade Monções, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3914,75,2.0
385,oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2214,44,
386,oeste,"Rua Rodesia, Sumarezinho, São Paulo Zona Oeste, São Paulo",4500,77,
387,oeste,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3499,39,
388,oeste,"Rua Paulo Franco, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3000,78,3.0
389,oeste,"Rua Iraci, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",8000,136,3.0
390,oeste,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",3800,87,2.0
391,oeste,"Rua Pais Leme, Pinheiros, São Paulo Zona Oeste, São Paulo",5800,77,2.0
392,oeste,"Rua Ferreira De Araújo, Pinheiros, São Paulo Zona Oeste, São Paulo",2550,40,
393,oeste,"Avenida Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3500,60,2.0
394,oeste,"Rua Dona Veridiana, Higienópolis, São Paulo Zona Oeste, São Paulo",1836,49,
395,oeste,"Rua Doutor Augusto De Miranda, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2241,75,2.0
396,oeste,"Rua Nazira Carone, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1750,45,
397,oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3750,52,
398,oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",2778,82,2.0
399,oeste,"Rua Ascencional, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",6022,400,3.0
400,oeste,"Rua Quintana, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",1790,29,
401,oeste,"Rua Ministro Nélson Hungria, Vila Tramontano, São Paulo Zona Oeste, São Paulo",1645,45,
402,oeste,"Avenida Marechal Mário Guedes, Jaguaré, São Paulo Zona Oeste, São Paulo",3000,70,2.0
403,oeste,"Rua Francisco Alves, Vila Romana, São Paulo Zona Oeste, São Paulo",2300,80,2.0
404,oeste,"Rua Mourato Coelho, Pinheiros, São Paulo Zona Oeste, São Paulo",2500,34,
405,oeste,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",3000,125,3.0
406,oeste,"Rua Arthur Soter Lopes Da Silva, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",1900,60,3.0
407,oeste,"Rua Pais Leme, Pinheiros, São Paulo Zona Oeste, São Paulo",5800,77,2.0
408,oeste,"Rua Lopes Da Costa, Chácara São João, São Paulo Zona Oeste, São Paulo",1000,45,2.0
409,oeste,"Alameda Eduardo Prado, Retiro Morumbi, São Paulo Zona Oeste, São Paulo",1589,65,2.0
410,oeste,"Rua Deputado Lacerda Franco, Pinheiros, São Paulo Zona Oeste, São Paulo",2400,64,
411,oeste,"Rua Votupoca, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",3500,90,2.0
412,oeste,"Avenida Angélica, Higienópolis, São Paulo Zona Oeste, São Paulo",5000,145,3.0
413,oeste,"Rua Campos Bicudo, Jardim Europa, São Paulo Zona Oeste, São Paulo",2350,45,
414,oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",2550,68,
415,oeste,"Rua Camillo Nader, Vila Morumbi, São Paulo Zona Oeste, São Paulo",2224,117,2.0
416,oeste,"Rua Belmonte, Bela Aliança, São Paulo Zona Oeste, São Paulo",2750,53,2.0
417,oeste,"Rua Diego De Castilho, Jardim Fonte Do Morumbi, São Paulo Zona Oeste, São Paulo",10000,201,4.0
418,oeste,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2370,72,2.0
419,oeste,"Rua Do Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2200,100,3.0
420,oeste,"Rua José Horácio Meireles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1350,211,3.0
421,oeste,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2177,47,2.0
422,oeste,"Rua Michigan, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2800,34,
423,oeste,"Rua Pensilvânia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3000,60,2.0
424,oeste,"Avenida Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",8000,88,
425,oeste,"Rua Abadia Dos Dourados, Vila Indiana, São Paulo Zona Oeste, São Paulo",1376,20,
426,oeste,"Rua Raul Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3400,82,3.0
427,oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",4500,44,
428,oeste,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",1732,20,
429,oeste,"Rua Scipião, Vila Romana, São Paulo Zona Oeste, São Paulo",6000,216,3.0
430,oeste,"Rua Custódio Serrão, Vila Jaguara, São Paulo Zona Oeste, São Paulo",1700,90,2.0
431,oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",1600,40,
432,oeste,"Avenida Doutor Guilherme Dumont Villares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",1452,60,3.0
433,oeste,"Av. Mal. Mario Guedes, Jaguaré, São Paulo Zona Oeste, São Paulo",2000,62,2.0
434,oeste,"Rua Francisco Luís De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",1785,44,2.0
435,oeste,"Rua Bergamota, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4500,103,3.0
436,oeste,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2950,61,2.0
437,oeste,"Rua Doutor Augusto De Miranda, Vila Pompéia, São Paulo Zona Oeste, São Paulo",4386,107,2.0
438,oeste,"Rua Conde Luiz Eduardo Matarazzo, Vila São Silvestre, São Paulo Zona Oeste, São Paulo",1520,56,2.0
439,oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3000,79,2.0
440,oeste,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3220,54,2.0
441,oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2625,79,2.0
442,oeste,"Rua David Matarasso, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",2800,77,2.0
443,oeste,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",3100,80,2.0
444,oeste,"Rua Alberto Nascimento Júnior, Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",2550,73,2.0
445,oeste,"Rua Arthur Soter Lopes Da Silva, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",1650,50,2.0
446,oeste,"Rua Cônego Eugênio Leite, Pinheiros, São Paulo Zona Oeste, São Paulo",3800,67,2.0
447,oeste,"Rua Alexandre Calame, Jaguaré, São Paulo Zona Oeste, São Paulo",2575,70,3.0
448,oeste,"Rua Ricardo Avenarius, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",1800,40,
449,oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",1960,30,
450,oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2800,65,2.0
451,oeste,"Rua Sebastião Gil, Pinheiros, São Paulo Zona Oeste, São Paulo",3162,38,
452,oeste,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",12200,175,3.0
453,oeste,"Rua Cerro Corá, Vila Romana, São Paulo Zona Oeste, São Paulo",2500,80,2.0
454,oeste,"Rua Nicolau Barreto, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",4500,72,2.0
455,oeste,"Rua Bernardo Dos Santos, Jardim Arpoador, São Paulo Zona Oeste, São Paulo",2700,101,3.0
456,oeste,"Rua Fernão Dias, Pinheiros, São Paulo Zona Oeste, São Paulo",4300,58,
457,oeste,"Rua Doutor Cícero De Alencar, Vila Pirajussara, São Paulo Zona Oeste, São Paulo",12000,149,3.0
458,oeste,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2500,35,2.0
459,oeste,"Rua Caiubí, Perdizes, São Paulo Zona Oeste, São Paulo",3200,60,2.0
460,oeste,"Rua Marechal Hastinfilo De Moura, Vila Suzana, São Paulo Zona Oeste, São Paulo",2500,250,4.0
461,oeste,"Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",2300,40,
462,oeste,"Rua Carapuruí, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",8000,120,2.0
463,oeste,"Rua Luis Martins, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2950,53,2.0
464,oeste,"Rua Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",1600,55,2.0
465,oeste,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2850,53,2.0
466,oeste,"Rua Doutor Franco Da Rocha, Perdizes, São Paulo Zona Oeste, São Paulo",3000,35,
467,oeste,"Rua Dardanelos, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4700,87,2.0
468,oeste,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2200,60,2.0
469,oeste,"Avenida Albert Bartholome, Jardim Das Vertentes, São Paulo Zona Oeste, São Paulo",2625,60,2.0
470,oeste,"Avenida Eliseu De Almeida, Instituto De Previdência, São Paulo Zona Oeste, São Paulo",2856,66,3.0
471,oeste,"Rua Iquiririm, Vila Indiana, São Paulo Zona Oeste, São Paulo",1530,28,
472,oeste,"Rua Francisco Dias Velho, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",2310,66,2.0
473,oeste,"Rua Professor Rubião Meira, Pinheiros, São Paulo Zona Oeste, São Paulo",7000,150,6.0
474,oeste,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3399,70,2.0
475,oeste,"Rua José Correia De Lima, Jardim Íris, São Paulo Zona Oeste, São Paulo",2900,82,3.0
476,oeste,"Rua Josino Bezerra Da Silva, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",3600,200,4.0
477,oeste,"Rua Frederico Guarinon, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",4700,160,3.0
478,oeste,"Rua Itacolomi, Higienópolis, São Paulo Zona Oeste, São Paulo",4500,144,3.0
479,oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",4500,80,2.0
480,leste,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",4400,150,4.0
481,leste,"Rua Rêgo Barros, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1105,50,2.0
482,leste,"Rua Pirassununga, Vila Bertioga, São Paulo Zona Leste, São Paulo",1695,48,2.0
483,leste,"Rua Planeta, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",950,44,
484,leste,"Rua Iborepi, Jardim Nordeste, São Paulo Zona Leste, São Paulo",910,50,2.0
485,leste,"Rua Rego Barros, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1836,46,2.0
486,leste,"Rua Rodrigues Barbosa, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1522,169,3.0
487,leste,"Avenida Caititu, Cidade Antônio Estevão De Carvalho, São Paulo Zona Leste, São Paulo",1247,100,
488,leste,"Rua Mário Calazans Machado, Conjunto Habitacional Padre José De Anchieta, São Paulo Zona Leste, São Paulo",800,40,
489,leste,"Rua Augusto Carlos Bauman, Itaquera, São Paulo Zona Leste, São Paulo",1200,40,2.0
490,leste,"Rua Francisco Coimbra, Penha De Franca, São Paulo Zona Leste, São Paulo",1100,35,2.0
491,leste,"R. Dr. João Joaquim Gouvêia, Parque Boturussu, São Paulo Zona Leste, São Paulo",650,35,
492,leste,"Rua Antônio Macedo, Parque São Jorge, São Paulo Zona Leste, São Paulo",1921,61,2.0
493,leste,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",600,40,
494,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",2000,26,
495,leste,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1900,64,2.0
496,leste,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",1350,47,2.0
497,leste,"Rua Antônio Peres Mulla, Vila Carrão, São Paulo Zona Leste, São Paulo",1545,52,
498,leste,"Rua Daniel Da Anunciação, Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",795,48,2.0
499,leste,"Rua Teodoro Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1326,72,2.0
500,leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1100,57,2.0
501,leste,"Avenida Paranaguá, Vila Paranaguá, São Paulo Zona Leste, São Paulo",721,39,
502,leste,"Rua Ulisses Cruz, Tatuapé, São Paulo Zona Leste, São Paulo",7000,120,2.0
503,leste,"Avenida Doutor Francisco Mesquita, Vila Prudente, São Paulo Zona Leste, São Paulo",1610,36,
504,leste,"Rua Padre Savino Agazzi, Alto Da Mooca, São Paulo Zona Leste, São Paulo",3800,600,4.0
505,leste,"Estrada Velha Da Penha, Tatuapé, São Paulo Zona Leste, São Paulo",2350,60,2.0
506,leste,"Avenida Antônio Diogo, Vila Ré, São Paulo Zona Leste, São Paulo",1133,48,2.0
507,leste,"Rua Antônio Peres Mulla, Vila Carrão, São Paulo Zona Leste, São Paulo",2060,93,2.0
508,leste,"Rua Sebastião Barbosa, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1277,72,2.0
